CREDIT_CARD_EXCEED_MONTHS,LOAN_AMOUNT,LOAN_TENURE_YEAR,MORE_THAN_ONE_PRODUCTS,NUMBER_OF_DEPENDENTS,YEARS_TO_FINANCIAL_FREEDOM,NUMBER_OF_CREDIT_CARD_FACILITY,NUMBER_OF_PROPERTIES,NUMBER_OF_BANK_PRODUCTS,NUMBER_OF_LOAN_TO_APPROVE,YEARS_FOR_PROPERTY_TO_COMPLETION,NUMBER_OF_SIDE_INCOME,MONTHLY_SALARY,TOTAL_SUM_OF_LOAN,TOTAL_INCOME_FOR_JOIN_APPLICATION,SCORE,EMP_TYPE_Employee,EMP_TYPE_Employer,EMP_TYPE_Fresh Graduate,EMP_TYPE_Government,EMP_TYPE_Self-Employed,CC_TYPE_Gold,CC_TYPE_Normal,CC_TYPE_Not Specified,CC_TYPE_Platinum,PRO_TYPE_Bungalow,PRO_TYPE_Condominium,PRO_TYPE_Flat,PRO_TYPE_Not Specified,PRO_TYPE_Terrace,STATE_Johor,STATE_Kedah,STATE_Kuala Lumpur,STATE_Negeri Sembilan,STATE_Pulau Pinang,STATE_Sabah,STATE_Sarawak,STATE_Selangor,STATE_Terengganu,DECISION
1,767690,17,1,2,15,2,2,1,1,10,2,10051,1227772,12280,8,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1,249608,20,0,2,5,2,2,1,2,10,1,9707,1011241,15707,7,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1,379899,13,1,2,16,4,2,1,3,10,2,8444,1413168,13576,8,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1,251680,18,0,2,5,2,2,1,1,10,2,6552,823047,12005,9,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1,110747,15,1,2,5,4,2,1,3,10,1,11154,1294348,18851,6,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1,379448,18,0,2,5,2,2,1,1,10,2,10817,818703,13049,7,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1,362448,14,1,2,5,2,2,1,1,10,1,3698,538308,14981,6,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1,550775,24,0,2,15,2,2,1,1,10,1,6425,481871,15957,8,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1,511147,18,1,2,5,2,2,1,1,10,2,10565,757268,17968,7,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1,405343,11,0,2,5,2,2,1,1,10,2,6116,746446,11513,6,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1,527883,22,1,2,5,2,2,1,2,10,1,7443,1409154,19932,7,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1,503581,19,0,2,5,2,2,1,2,10,1,6643,601169,17488,9,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1,132350,18,1,2,5,2,2,1,1,10,2,8848,1413238,14137,7,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1,139803,14,0,2,5,2,2,1,2,10,1,6583,937765,12078,7,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1,332052,10,1,2,5,2,2,1,1,10,2,10013,903515,10349,6,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1,396011,20,0,2,6,2,2,1,2,10,3,8626,439917,10707,6,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1,565418,20,1,2,5,2,2,2,1,10,1,10723,1179235,9137,6,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1,220915,15,0,2,5,2,2,1,3,10,2,7816,598722,18803,7,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1,238990,14,1,2,15,2,2,2,1,10,1,7616,657335,12506,6,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1,763798,13,0,2,5,4,2,1,2,10,2,7968,1438566,11513,9,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1,155112,14,1,2,5,2,2,1,1,10,3,6821,761083,14503,9,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1,623271,20,0,2,5,2,2,1,2,10,1,5697,794586,15483,6,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1,732986,17,1,2,5,4,2,1,1,10,2,5680,499844,10774,7,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1,475541,17,0,2,5,2,2,2,3,10,3,8893,1394458,8679,7,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1,364495,20,1,2,14,2,2,1,1,10,2,5037,884635,15278,7,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1,497623,22,0,2,5,2,2,1,2,10,3,9118,1254034,14645,6,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1,329944,11,1,2,5,2,2,1,2,10,3,8482,1220164,11040,9,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1,783763,17,0,2,15,2,2,1,2,10,2,6819,1122740,11934,9,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1,423875,23,1,2,5,2,2,1,1,10,3,11763,1423797,17178,6,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1,417766,21,0,2,5,3,2,1,3,10,2,9187,1372361,11922,8,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1,236410,19,1,2,5,2,2,1,3,10,1,8175,1194440,13049,9,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1,659582,23,0,2,5,2,2,1,2,10,1,6153,662544,12175,9,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1,538796,24,1,2,5,2,2,1,2,10,1,6693,1381890,13067,7,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1,414236,21,0,2,5,2,2,1,3,10,2,8337,673952,13691,6,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1,177790,20,1,2,13,2,2,1,1,10,1,6558,1100588,15278,7,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
1,307187,19,0,2,11,2,2,2,2,10,2,7674,659895,15973,8,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1,141575,16,1,2,5,2,2,1,3,10,1,6064,525593,16949,9,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1,246337,15,0,2,5,2,2,1,3,10,2,7652,909020,16718,6,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1,598378,13,1,2,15,2,2,1,2,10,2,11778,980732,15020,7,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1,695823,24,0,2,5,4,2,1,1,10,2,8626,1001510,14525,9,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1,686314,22,1,2,5,2,2,2,2,10,1,6394,783852,13049,9,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
1,239044,22,0,2,12,4,2,1,3,10,2,9805,1089965,11775,9,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1,141133,21,1,2,10,2,2,1,1,10,3,9417,1233187,16077,7,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1,402533,11,0,2,5,2,2,1,3,10,2,6304,1349265,17361,7,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1,429874,13,1,2,5,2,2,1,1,10,2,8204,911230,13055,8,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1,557110,11,0,2,5,4,2,1,2,10,2,7536,1174044,14788,7,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1,511147,16,1,2,5,2,2,1,3,10,1,4753,556824,15715,9,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1,475184,15,0,2,15,3,2,1,2,10,2,10244,1429656,10203,8,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1,713740,20,1,2,15,2,2,3,3,10,1,3590,1270226,16018,8,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1,777663,18,0,2,5,4,2,2,2,10,2,4480,1370283,16619,7,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1,197664,18,1,2,15,3,2,2,1,10,3,4464,800328,16201,8,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1,505385,11,0,2,5,4,2,1,2,10,2,7088,690450,8474,6,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1,685977,24,1,2,5,2,2,2,1,10,1,5029,436358,17934,9,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1,317361,23,0,2,5,4,2,1,2,10,1,8807,900288,12263,9,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1,461385,21,1,2,5,2,2,1,3,10,1,11639,884482,9536,9,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1,414236,18,0,2,7,2,2,1,2,10,2,8368,1366202,10966,7,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1,522489,20,1,2,5,2,2,1,3,10,3,8157,591823,17945,7,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1,137116,19,0,2,5,2,2,1,2,10,3,7410,791198,12852,7,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1,640133,17,1,2,5,2,2,1,2,10,2,3600,685876,12713,6,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1,169182,10,0,2,13,2,2,3,2,10,2,9463,1223803,13042,6,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1,352362,10,1,2,5,2,2,2,1,10,3,8973,1336122,9567,9,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1,127205,15,0,2,13,4,2,1,3,10,1,8342,464657,13331,6,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1,409535,16,1,2,5,4,2,1,2,10,3,8118,1256233,10424,6,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1,534178,16,0,2,16,2,2,1,2,10,3,6855,1199910,10932,8,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1,652696,16,1,2,5,2,2,1,2,10,3,6064,680814,12697,9,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1,226900,16,0,2,14,3,2,1,2,10,1,7520,679777,15057,8,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1,452995,18,1,2,15,3,2,1,2,10,2,3688,840438,16100,6,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1,423875,15,0,2,5,2,2,1,2,10,2,8622,1288713,19859,7,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1,638121,17,1,2,5,2,2,2,3,10,2,11726,545646,7809,6,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1,247875,22,0,2,5,2,2,1,1,10,2,12519,851018,15770,9,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1,448361,15,1,2,5,2,2,1,2,10,2,10476,600309,10001,7,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1,384108,19,0,2,11,2,2,1,3,10,3,11799,526880,9338,9,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6,696830,18,1,2,6,2,2,1,3,10,2,8848,1395602,9790,9,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6,589976,17,0,2,6,2,2,1,1,10,1,8281,806983,18287,8,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6,551583,11,1,2,14,2,3,1,3,10,2,10383,562038,11499,8,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6,517695,18,0,2,6,2,2,1,3,10,3,5428,546043,13049,8,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6,614039,13,1,2,6,2,2,1,3,10,2,6684,1215501,17239,8,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6,529936,22,0,2,6,2,2,1,2,10,3,7175,750247,11439,7,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
6,361713,20,1,2,6,2,2,1,3,10,1,10753,984563,18171,8,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6,668010,13,0,2,6,2,2,1,2,10,2,7132,1302913,11513,6,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6,115453,12,1,2,6,2,2,2,3,10,2,9685,1152455,13194,8,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
6,527883,22,0,2,6,2,2,1,1,10,2,10663,1202187,11512,9,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6,436751,10,1,2,6,2,2,1,3,10,2,4466,795767,11513,9,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6,260873,15,0,2,6,2,2,1,2,10,2,8145,432222,8619,7,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6,469773,17,1,2,13,2,2,1,1,10,1,6438,1014152,17727,8,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
6,418570,17,0,2,6,4,2,1,3,10,1,8955,430165,13049,9,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6,741127,12,1,2,6,3,2,1,2,10,1,7573,909932,17632,7,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6,143740,20,0,2,6,4,2,1,2,10,3,9350,989198,13049,6,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6,511147,18,1,2,6,2,2,1,1,10,2,12012,877950,11217,8,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
6,584865,14,0,2,6,4,2,2,1,10,2,7084,1049055,17446,9,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6,594021,16,1,2,17,2,2,1,1,10,1,3886,1072056,11229,8,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
6,344160,15,0,2,6,2,2,1,3,10,1,6321,462999,16718,7,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6,784252,10,1,2,16,4,2,1,3,10,1,7145,593755,13667,7,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6,320031,22,0,2,12,4,2,1,3,10,2,9600,1304388,12095,9,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6,586171,20,1,2,6,2,2,1,2,10,3,8167,986044,11267,8,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6,426166,20,0,2,15,2,2,1,2,10,1,4460,527257,14105,9,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6,527883,22,1,2,6,2,2,1,3,10,2,12483,911219,11297,6,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6,270671,16,0,2,6,2,2,1,1,10,2,9045,758809,19771,7,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
6,269188,20,1,2,6,2,2,1,1,10,1,8530,602708,12392,7,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6,338161,17,0,2,6,2,2,1,2,10,2,3761,901079,14864,8,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
6,105577,20,1,2,14,2,2,1,1,10,1,6671,1338424,11876,9,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6,787954,14,0,2,6,2,2,1,3,10,2,4649,1158899,11513,6,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6,462446,17,1,2,6,4,2,1,1,10,3,12169,924297,13049,7,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
6,477993,23,0,2,6,2,2,1,1,10,3,3912,605985,9906,8,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
6,489336,17,1,2,6,2,2,1,2,10,1,6064,1337201,10205,7,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6,513874,20,0,2,6,4,2,1,2,10,3,4144,1073726,13200,7,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6,656453,17,1,2,6,2,2,1,3,10,2,9324,1118447,11118,8,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6,609577,16,0,2,16,2,2,1,2,10,2,9671,677064,9557,7,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6,386539,15,1,2,12,2,2,1,3,10,3,8981,1319239,9775,8,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6,137642,16,0,2,6,2,2,2,3,10,1,4940,842850,12586,6,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
6,183586,17,1,2,6,2,2,1,3,10,2,8191,1427018,13049,7,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
6,527945,18,0,2,6,2,2,1,1,10,3,6345,1391346,13049,9,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6,676083,23,1,2,6,4,2,2,3,10,3,8945,438094,8358,8,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6,401931,20,0,2,6,2,2,1,2,10,1,8214,472127,8037,9,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6,538796,23,1,2,6,3,2,1,2,10,1,4938,934288,19728,8,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6,693005,22,0,2,6,2,2,1,2,10,3,3699,623478,11439,9,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6,423875,12,1,2,6,2,2,1,3,10,3,4008,552448,16984,8,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6,740785,12,0,2,6,2,2,1,1,10,3,8222,842418,7731,8,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6,557554,15,1,2,6,3,2,1,1,10,2,8932,646904,9306,6,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6,242183,23,0,2,12,2,2,1,1,10,3,8935,1307524,12481,8,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6,173436,22,1,2,6,2,2,1,3,10,1,12246,1214167,11917,7,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6,237187,17,0,2,6,2,2,1,2,10,2,6858,1172482,8439,8,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6,331828,12,1,2,12,2,2,3,1,10,1,9975,873957,13185,8,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
