CREDIT_CARD_EXCEED_MONTHS,LOAN_AMOUNT,LOAN_TENURE_YEAR,MORE_THAN_ONE_PRODUCTS,NUMBER_OF_DEPENDENTS,YEARS_TO_FINANCIAL_FREEDOM,NUMBER_OF_CREDIT_CARD_FACILITY,NUMBER_OF_PROPERTIES,NUMBER_OF_BANK_PRODUCTS,NUMBER_OF_LOAN_TO_APPROVE,YEARS_FOR_PROPERTY_TO_COMPLETION,NUMBER_OF_SIDE_INCOME,MONTHLY_SALARY,TOTAL_SUM_OF_LOAN,TOTAL_INCOME_FOR_JOIN_APPLICATION,SCORE,EMP_TYPE_Employee,EMP_TYPE_Employer,EMP_TYPE_Fresh Graduate,EMP_TYPE_Government,EMP_TYPE_Self-Employed,CC_TYPE_Gold,CC_TYPE_Normal,CC_TYPE_Not Specified,CC_TYPE_Platinum,PRO_TYPE_Bungalow,PRO_TYPE_Condominium,PRO_TYPE_Flat,PRO_TYPE_Not Specified,PRO_TYPE_Terrace,STATE_Johor,STATE_Kedah,STATE_Kuala Lumpur,STATE_Negeri Sembilan,STATE_Pulau Pinang,STATE_Sabah,STATE_Sarawak,STATE_Selangor,STATE_Terengganu,DECISION
0.0,0.1971536985619801,0.8571428571428572,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.16995211048000886,0.2030219836246906,0.3523091725465042,0.6666666666666665,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.669501339654635,0.0,0.0,0.0,0.3571428571428571,0.0,0.0,0.0,1.0,0.0,0.0,0.6794743289898653,0.5731523393229817,0.3852629890955741,0.33333333333333304,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.19484897788783503,0.9285714285714286,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3240895422652857,0.41612339653168184,0.32152020525978187,0.33333333333333304,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.4627756157121329,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.20893195233322198,0.10134395627553483,0.6227549711353431,0.6666666666666665,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.20640832444519427,0.7142857142857142,1.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.5,0.4016037420648179,0.8071302809207542,0.290891597177678,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.6823545895681364,0.2142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.924713219734937,0.7416008802384334,0.4181366260423349,0.6666666666666665,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.32631098859935315,0.1428571428571429,1.0,0.0,0.2142857142857143,0.0,0.0,0.0,1.0,0.0,0.5,0.44659761666109815,0.35612947584831234,0.2690025657472739,0.33333333333333304,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0003560021388722967,0.2857142857142858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7087648958681367,0.13766835871075755,0.31991661321359843,0.6666666666666665,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.9265892135641103,0.5714285714285714,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.2924601848758213,0.24486632786939377,0.44307248236048746,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.10774283206135246,0.1428571428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.7115491702862233,0.9461815384944078,0.05949326491340601,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.13838761055367624,0.4285714285714286,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.27631139325091886,0.518647284070151,0.7003688261706222,0.6666666666666665,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.5336186116202529,0.9285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.6929502171734045,0.4926217878435032,0.8200769724182169,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.15804779292971174,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41719567880610314,0.5110170619031758,0.612973059653624,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.3795783447759188,0.3571428571428572,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.9209266065263391,0.8626336648470799,0.25096215522771004,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.583829210475899,0.6428571428571428,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.6706760218287113,0.3719366702242646,0.44307248236048746,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.6269412124660797,0.07142857142857151,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.401158258157924,0.8835830288010053,0.7585792174470813,0.6666666666666665,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.21080759585607792,0.3571428571428572,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.3301035750083528,0.23939785631253518,0.31991661321359843,0.33333333333333304,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.22257997180577435,0.8571428571428572,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5518431896647733,0.4023254842816646,0.31398332264271966,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.954337364211634,0.5,1.0,0.0,0.7142857142857143,0.0,0.0,0.0,0.0,0.0,0.5,0.720347477447377,0.7842250473671996,0.38141436818473384,0.6666666666666665,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.2136212995078878,0.7142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.6820358614545048,0.5739438158491474,0.6561898652982681,0.33333333333333304,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.39990192069587693,0.2142857142857143,1.0,0.0,0.7857142857142857,0.5,0.0,0.0,1.0,0.0,0.5,0.5413743178527675,0.9642699333120331,0.48532713277742134,0.6666666666666665,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.21658369481609416,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.33066042989197014,0.39118168902061823,0.3593649775497113,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.015087913941844416,0.3571428571428572,1.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.8431896647733599,0.8488794537549492,0.9082745349583066,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.39925711360900384,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.8056576456175519,0.38696307057931223,0.44307248236048746,0.33333333333333304,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.3749517466980443,0.2857142857142858,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012807662323198576,0.1146611557888011,0.5979794740218087,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.6442080310651183,1.0,0.0,0.0,0.7142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.31651631584809,0.059853105841291,0.6762347658755612,0.6666666666666665,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.5875507910682065,0.5714285714285714,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.7775921594832387,0.32730127869587977,0.8374759461193073,0.33333333333333304,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.4362799063242564,0.07142857142857151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.282102684040539,0.31679163579260794,0.31991661321359843,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.6114787099283134,0.8571428571428572,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.42989197015257824,0.9603717900285612,0.9949486850545222,0.33333333333333304,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.5767334730653643,0.6428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.3407951887738055,0.17570778880881321,0.7989897370109045,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.04597431637581245,0.5714285714285714,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5863681924490478,0.9643379128909676,0.5303078896728672,0.33333333333333304,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.05663007517507013,0.2857142857142858,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.3341129301703976,0.5025885652521411,0.36521808851828097,0.33333333333333304,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.331493750661249,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.7161153803318854,0.46932712841633806,0.22658755612572168,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.42293768961760503,0.7142857142857142,0.0,0.0,0.07142857142857145,0.0,0.0,0.0,0.5,0.0,1.0,0.5616438356164384,0.019110030775326525,0.2552918537524054,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.6651435303402465,0.7142857142857142,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.7951887738055461,0.7370889784708673,0.12940987812700455,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.17259812934458432,0.3571428571428572,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.471433344470431,0.1733314169566319,0.9044259140474662,0.33333333333333304,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.1984404532807956,0.2857142857142858,1.0,0.0,0.7142857142857143,0.0,0.0,0.25,0.0,0.0,0.0,0.4491591491257378,0.23025266067216266,0.3995349583066068,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.9487728649164895,0.2142857142857143,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.48836173293239776,0.9889348668231491,0.31991661321359843,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.07851777294212178,0.2857142857142858,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3606192226305825,0.3310061657478094,0.5596536241180243,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.7478575533931722,0.7142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.23543824479340686,0.3635421633626973,0.6382296343810134,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.9047201022541083,0.5,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.23354493818910788,0.07730734830114178,0.26066388710711996,0.33333333333333304,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.5366439149369346,0.5,0.0,0.0,0.0,0.0,0.0,0.25,1.0,0.0,1.0,0.5913798864016038,0.9460999629996864,0.09268762026940347,0.33333333333333304,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.37787839881961693,0.7142857142857142,1.0,0.0,0.6428571428571429,0.0,0.0,0.0,0.0,0.0,0.5,0.16193340015591934,0.4509920648408646,0.6217928159076331,0.33333333333333304,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.5682151568268056,0.8571428571428572,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.6164383561643836,0.8097290431097356,0.5710391276459268,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.32847988516428994,0.07142857142857151,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.5456064149682593,0.7768366382738626,0.2819916613213599,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.9773173737622134,0.5,0.0,0.0,0.7142857142857143,0.0,0.0,0.0,0.5,0.0,0.5,0.36039648067713553,0.6822246025865258,0.3536722257857601,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.4627756157121329,0.9285714285714286,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9110145895979507,0.9745921468048141,0.7741340602950608,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.4540414106263063,0.7857142857142858,0.0,0.0,0.0,0.25,0.0,0.0,1.0,0.0,0.5,0.6241229535583026,0.9246407522037522,0.35271007055805004,0.6666666666666665,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.19475175642019119,0.6428571428571428,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5114155251141552,0.7518551141522801,0.44307248236048746,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.7997723873875161,0.9285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.28622341017930725,0.23531131248173054,0.3729955099422707,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.627081325757684,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.3463637376099788,0.9338947151704199,0.4445157152020527,0.33333333333333304,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.4489944726736189,0.7857142857142858,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5294576233433568,0.24639004157436817,0.4945477870429762,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.11094113240134165,0.7142857142857142,1.0,0.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.3313286557523109,0.660711979264286,0.6217928159076331,0.33333333333333304,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.2959435772353074,0.6428571428571428,0.0,0.0,0.4285714285714286,0.0,0.0,0.25,0.5,0.0,0.5,0.4556186657756988,0.23273877098748108,0.677517639512508,0.6666666666666665,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.059163552243671313,0.4285714285714286,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.27631139325091886,0.10231315084377224,0.7557729313662604,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.20894466096872613,0.3571428571428572,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.4531685042877826,0.4746732367311145,0.7372514432328416,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.7122673475982008,0.2142857142857143,1.0,0.0,0.7142857142857143,0.0,0.0,0.0,0.5,0.0,0.5,0.9126851542488026,0.5443154019389718,0.6011064785118665,0.33333333333333304,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.8515871404592856,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.5616438356164384,0.5644936832404117,0.5614175753688262,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.8379918619912672,0.8571428571428572,1.0,0.0,0.0,0.0,0.0,0.25,0.5,0.0,0.0,0.3130638155696625,0.35311798050151444,0.44307248236048746,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
